CMS Certification Number (CCN),Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Certification Date,Claims Date,EQRS Date,SMR Date,Patient Survival Category Text,Patient Survival data availability code,Number of Patients included in survival summary,Mortality Rate (Facility),Mortality Rate: Upper Confidence Limit (97.5%),Mortality Rate: Lower Confidence Limit (2.5%),SHR Date,Patient hospitalization category text,Patient Hospitalization data availability Code,Number of patients included in hospitalization summary,Hospitalization Rate (Facility),Hospitalization Rate: Upper Confidence Limit (97.5%),Hospitalization Rate: Lower Confidence Limit (2.5%),SRR Date,Patient Hospital Readmission Category,Patient Hospital Readmission data availability Code,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Readmission Rate: Upper Confidence Limit (97.5%),Readmission Rate: Lower Confidence Limit (2.5%),STrR Date,Patient Transfusion category text,Patient Transfusion data availability Code,Number of patients included in the transfusion summary,Transfusion Rate (Facility),Transfusion Rate: Upper Confidence Limit (97.5%),Transfusion Rate: Lower Confidence Limit (2.5%),FYSWR Date,FYSWR category text,Patient transplant waitlist data availability code,Number of patients in this facility for FYSWR,First Year Standardized Kidney Transplant Waitlist Ratio,95% C.I. (upper limit) for FYSWR,95% C.I. (lower limit) for FYSWR,PPPW category text,Patient prevalent transplant waitlist data availability code,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted for Kidney Transplant,95% C.I. (upper limit) for PPPW,95% C.I. (lower limit) for PPPW,SEDR Date,SEDR category text,Emergency Department Encounter data availability Code,Number of patients included in SEDR summary,Standardized ED visits ratio (Facility),SEDR: Upper Confidence Limit (97.5%),SEDR: Lower Confidence Limit (2.5%),ED30 Date,ED30 Category text,Emergency Department Encounter Ratio Occurring within 30 Days of Hospital Discharge data availability Code,Number of hospitalizations included in ED30 summary,Standardized ED visits within 30 days of hospital discharge ratio (Facility),ED30: Upper Confidence Limit (97.5%),ED30: Lower Confidence Limit (2.5%),YEARS Modality Switch BASED UPON,SMoSR: Classification Category (FACILITY),Modality Switch Data Availability Code,SMoSR: Number of Eligible patients (FACILITY),SMoSR: Standardized Modality Switch Ratio (FACILITY),SMoSR: Upper Confidence Limit (FACILITY),SMoSR: Lower Confidence Limit (FACILITY),SIR Date,Patient Infection category text,Patient Infection Data Availability Code,Standard Infection Ratio,SIR: Upper Confidence Limit (97.5%),SIR: Lower Confidence Limit (2.5%),Fistula Category Text,Fistula data availability code,Number of Patients included in fistula summary,Fistula Rate (Facility),Fistula Rate: Upper Confidence Limit (97.5%),Fistula Rate: Lower Confidence Limit (2.5%),HCP Vaccination Data Collection Dates,HCP Vaccination Data Availability Code,Healthcare worker COVID-19 vaccination adherence percentage,Adult HD Kt/V data availability code,Number of adult HD patients with KT/V data,Number of adult HD patient-months with Kt/V data,Percent of Adult HD patients with Kt/V >= 1.2,Adult PD Kt/V data availability code,Number of adult PD patients with KT/V data,Number of adult PD patient-months with Kt/V data,Percentage of Adult PD PTS with Kt/V >= 1.7,Pediatric HD Kt/V Data Availability Code,Number of pediatric HD patients with Kt/V data,Number of pediatric HD patient-months with KT/V data,Percentage of Pediatric HD patients with Kt/V >= 1.2,Pediatric PD Kt/V Data Availability Code,Number of pediatric PD patients with Kt/V data,Number of pediatric PD patient-months with KT/V data,Percentage of pediatric PD patients with Kt/V>=1.8,Percentage of Medicare patients with Hgb<10 g/dL,HGB<10 data availability code,Percentage of Medicare patients with Hgb>12 g/dL,Hgb > 12 data availability code,Number of Dialysis Patients with Hgb data,Hypercalcemia Data Availability Code,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Serum phosphorus Data Availability Code,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary,Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Long term catheter Data Availability Code,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Percentage of Adult patients with long term catheter in use,nPCR Data Availability Code,Number of patients in nPCR summary,Number of patient-months in nPCR summary,Percentage of pediatric HD patients with nPCR
012515,8,FMC OPELIKA,01Jan2021-31Dec2024,4.0,001,2609 VILLAGE PROFESSIONAL DR,STE 2,OPELIKA,AL,36801,Lee,(334) 749-5085,Profit,Yes,Fresenius Medical Care,Yes,31,Yes,Yes,Yes,1982-09-07,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,491.0,17.0,27.7,10.7,01Jan2024-31Dec2024,As Expected,001,120.0,102.5,170.4,66.8,01Jan2024-31Dec2024,As Expected,001,74.0,20.6,35.3,10.1,01Jan2024-31Dec2024,As Expected,001,41.0,47.1,109.7,24.8,01Jan2021-31Dec2023,As Expected,001,65.0,0.31,1.13,0.04,As Expected,001,133.0,13.6,27.9,6.0,01Jan2024-31Dec2024,As Expected,001,46.0,0.65,1.61,0.33,01Jan2023-31Dec2024,As Expected,001,44.0,1.07,2.72,0.25,01Jan2021-31Dec2023,As Expected,001,67.0,1.09,2.15,0.47,01Jan2024-31Dec2024,As Expected,001,0.35,1.17,0.06,Better than Expected,001,129.0,81.6,94.6,65.5,01Apr2025-30JUN2025,001,0.0,001,109.0,1015.0,98.0,001,26.0,212.0,95.0,259,0.0,,,259,0.0,,,27.0,001,0.0,001,22.0,001,145.0,1365.0,1.0,001,156.0,1395.0,9.0,21.0,24.0,26.0,19.0,001,129.0,1195.0,9.0,259,0.0,,
012516,8,FRESENIUS KIDNEY CARE SOUTH AVENUE,01Jan2021-31Dec2024,3.0,001,3201 3rd AVE SOUTH,,BIRMINGHAM,AL,35222,Jefferson,(205) 209-3125,Profit,Yes,Fresenius Medical Care,No,20,Yes,Yes,Yes,1982-12-02,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,180.0,19.4,34.5,10.6,01Jan2024-31Dec2024,As Expected,001,45.0,90.2,171.5,51.7,01Jan2024-31Dec2024,As Expected,001,27.0,9.3,32.8,0.9,01Jan2024-31Dec2024,Not Available,199,15.0,,,,01Jan2021-31Dec2023,Not Available,199,10.0,,,,As Expected,001,40.0,6.3,47.4,0.5,01Jan2024-31Dec2024,As Expected,001,17.0,0.72,2.06,0.26,01Jan2023-31Dec2024,As Expected,001,15.0,0.62,2.86,0.01,01Jan2021-31Dec2023,As Expected,001,22.0,0.66,3.66,0.02,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.79,,As Expected,001,55.0,43.5,68.0,17.4,01Apr2025-30JUN2025,001,0.0,001,51.0,467.0,99.0,201,0.0,,,259,0.0,,,259,0.0,,,,199,,199,8.0,001,51.0,471.0,1.0,001,55.0,493.0,5.0,16.0,21.0,31.0,27.0,001,55.0,479.0,19.0,259,0.0,,
012517,8,DaVita Athens Dialysis,01Jan2021-31Dec2024,2.0,001,15953 Athens Limestone Drive,,ATHENS,AL,35613,Limestone,(256) 233-4730,Profit,Yes,DaVita,No,20,Yes,Yes,Yes,1983-01-21,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,253.0,30.1,43.7,21.5,01Jan2024-31Dec2024,As Expected,001,66.0,122.9,220.7,73.1,01Jan2024-31Dec2024,As Expected,001,48.0,13.2,28.5,4.3,01Jan2024-31Dec2024,Worse than Expected,001,26.0,92.9,198.0,52.3,01Jan2021-31Dec2023,As Expected,001,41.0,0.0,1.46,0.0,As Expected,001,68.0,8.6,33.6,1.7,01Jan2024-31Dec2024,As Expected,001,30.0,0.69,1.51,0.33,01Jan2023-31Dec2024,As Expected,001,62.0,0.93,1.69,0.39,01Jan2021-31Dec2023,As Expected,001,52.0,1.87,3.68,0.81,01Jan2024-31Dec2024,As Expected,001,0.23,1.14,0.01,As Expected,001,82.0,52.2,76.8,28.1,01Apr2025-30JUN2025,001,0.0,280,64.0,519.0,,280,0.0,,,280,0.0,,,280,0.0,,,21.0,001,5.0,001,19.0,280,75.0,615.0,,280,81.0,612.0,,,,,,001,82.0,680.0,20.0,280,0.0,,
012519,8,FMC SCOTTSBORO,01Jan2021-31Dec2024,3.0,001,20998 JOHN T. REID HWY,,SCOTTSBORO,AL,35768,Jackson,(256) 259-4777,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,1984-11-05,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,259.0,26.1,37.3,18.4,01Jan2024-31Dec2024,As Expected,001,64.0,81.8,156.9,46.5,01Jan2024-31Dec2024,As Expected,001,29.0,14.8,36.7,3.3,01Jan2024-31Dec2024,As Expected,001,26.0,37.2,123.0,15.0,01Jan2021-31Dec2023,Not Available,199,35.0,,,,As Expected,001,46.0,7.3,36.2,1.1,01Jan2024-31Dec2024,As Expected,001,30.0,0.82,1.86,0.38,01Jan2023-31Dec2024,As Expected,001,31.0,1.2,2.73,0.33,01Jan2021-31Dec2023,As Expected,001,48.0,1.14,2.66,0.37,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.67,,As Expected,001,65.0,56.6,78.6,33.1,01Apr2025-30JUN2025,001,0.0,001,66.0,545.0,99.0,257,0.0,,,259,0.0,,,259,0.0,,,24.0,001,0.0,001,17.0,001,66.0,552.0,0.0,001,66.0,590.0,5.0,22.0,22.0,30.0,22.0,001,65.0,589.0,14.0,259,0.0,,
012520,8,FKC TROY,01Jan2021-31Dec2024,2.0,001,606 BOTTS AVE,,TROY,AL,36081,Pike,(334) 434-5193,Profit,Yes,Fresenius Medical Care,No,21,Yes,No,No,1984-11-19,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,303.0,25.5,38.6,17.5,01Jan2024-31Dec2024,As Expected,001,90.0,127.4,221.7,79.8,01Jan2024-31Dec2024,As Expected,001,68.0,25.7,41.0,14.0,01Jan2024-31Dec2024,As Expected,001,30.0,6.3,118.4,0.7,01Jan2021-31Dec2023,As Expected,001,24.0,0.43,2.38,0.01,As Expected,001,87.0,7.8,29.1,1.7,01Jan2024-31Dec2024,Worse than Expected,001,33.0,1.84,3.16,1.12,01Jan2023-31Dec2024,As Expected,001,26.0,1.46,3.42,0.39,01Jan2021-31Dec2023,As Expected,001,40.0,0.53,1.9,0.06,01Jan2024-31Dec2024,Better than Expected,001,0.15,0.75,0.01,As Expected,001,94.0,41.9,62.2,22.2,01Apr2025-30JUN2025,001,0.0,001,90.0,880.0,98.0,257,0.0,,,259,0.0,,,259,0.0,,,20.0,001,0.0,001,20.0,001,90.0,881.0,0.0,001,96.0,902.0,5.0,17.0,23.0,32.0,23.0,001,94.0,894.0,21.0,259,0.0,,
012521,8,DCI DOTHAN,01Jan2021-31Dec2024,3.0,001,1630 COLUMBIA HWY,,Dothan,AL,36303,Houston,(334) 793-3519,Non-profit,Yes,"Dialysis Clinic, Inc.",No,33,Yes,Yes,No,1985-03-11,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,556.0,24.1,34.7,17.3,01Jan2024-31Dec2024,As Expected,001,133.0,163.8,238.4,119.3,01Jan2024-31Dec2024,As Expected,001,134.0,20.1,28.9,13.0,01Jan2024-31Dec2024,As Expected,001,41.0,25.1,83.1,10.1,01Jan2021-31Dec2023,As Expected,001,62.0,0.58,1.71,0.12,As Expected,001,113.0,9.5,25.6,3.1,01Jan2024-31Dec2024,As Expected,001,52.0,0.72,1.57,0.4,01Jan2023-31Dec2024,As Expected,001,87.0,1.09,1.92,0.45,01Jan2021-31Dec2023,As Expected,001,72.0,1.25,2.47,0.54,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.4,,As Expected,001,106.0,56.5,77.4,30.7,01Apr2025-30JUN2025,001,0.0,001,105.0,1028.0,93.0,001,42.0,327.0,86.0,259,0.0,,,259,0.0,,,14.0,001,0.0,001,28.0,001,145.0,1366.0,0.0,001,147.0,1420.0,8.0,26.0,38.0,17.0,11.0,001,106.0,1035.0,10.0,259,0.0,,
012522,8,FMC HUNTSVILLE,01Jan2021-31Dec2024,4.0,001,2325 PANSY STREET,SUITE C,HUNTSVILLE,AL,35801,Madison,(256) 536-1897,Profit,Yes,Fresenius Medical Care,Yes,31,Yes,No,No,1986-12-13,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,330.0,21.2,31.6,14.7,01Jan2024-31Dec2024,As Expected,001,91.0,103.1,181.1,62.5,01Jan2024-31Dec2024,As Expected,001,42.0,17.2,34.3,6.2,01Jan2024-31Dec2024,As Expected,001,35.0,35.6,117.9,14.4,01Jan2021-31Dec2023,Better than Expected,001,108.0,2.0,3.2,1.17,As Expected,001,97.0,12.4,29.0,4.7,01Jan2024-31Dec2024,As Expected,001,46.0,0.53,1.51,0.24,01Jan2023-31Dec2024,As Expected,001,31.0,0.81,2.21,0.17,01Jan2021-31Dec2023,Better than Expected,001,117.0,3.47,5.12,2.24,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.41,,As Expected,001,109.0,48.7,69.1,23.7,01Apr2025-30JUN2025,001,3.0,001,100.0,860.0,99.0,257,0.0,,,259,0.0,,,259,0.0,,,4.0,001,0.0,001,24.0,001,100.0,875.0,1.0,001,109.0,933.0,7.0,17.0,24.0,30.0,21.0,001,109.0,932.0,13.0,259,0.0,,
012523,8,DaVita Phenix City Dialysis Center,01Jan2021-31Dec2024,2.0,001,4391 RIVERCHASE DRIVE,,PHENIX CITY,AL,36867,Russell,(334) 298-0294,Profit,Yes,DaVita,No,20,Yes,Yes,No,1985-09-23,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,346.0,28.0,45.2,17.9,01Jan2024-31Dec2024,As Expected,001,86.0,178.5,283.4,120.8,01Jan2024-31Dec2024,As Expected,001,92.0,30.2,42.3,20.2,01Jan2024-31Dec2024,As Expected,001,32.0,41.6,137.8,16.8,01Jan2021-31Dec2023,As Expected,001,44.0,0.26,1.43,0.01,As Expected,001,78.0,6.3,22.7,1.5,01Jan2024-31Dec2024,As Expected,001,38.0,1.32,2.43,0.75,01Jan2023-31Dec2024,As Expected,001,42.0,1.28,2.52,0.46,01Jan2021-31Dec2023,As Expected,001,64.0,1.21,2.49,0.49,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.49,,As Expected,001,86.0,52.6,74.9,30.8,01Apr2025-30JUN2025,001,0.0,280,76.0,688.0,,280,7.0,70.0,,280,0.0,,,280,0.0,,,20.0,001,0.0,001,20.0,280,86.0,800.0,,280,91.0,760.0,,,,,,001,86.0,747.0,23.0,280,0.0,,
012524,8,FMC EAST MOBILE,01Jan2021-31Dec2024,3.0,001,1217 GOVERNMENT ST,,MOBILE,AL,36604,Mobile,(251) 438-6917,Profit,Yes,Fresenius Medical Care,Yes,29,Yes,Yes,Yes,1985-12-01,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,587.0,27.6,41.1,19.2,01Jan2024-31Dec2024,As Expected,001,79.0,113.6,192.4,71.2,01Jan2024-31Dec2024,As Expected,001,61.0,21.5,34.6,11.8,01Jan2024-31Dec2024,As Expected,001,20.0,21.9,118.7,6.1,01Jan2021-31Dec2023,As Expected,001,93.0,0.96,1.9,0.42,As Expected,001,66.0,8.6,30.7,2.0,01Jan2024-31Dec2024,As Expected,001,27.0,0.68,1.55,0.31,01Jan2023-31Dec2024,As Expected,001,35.0,0.93,2.0,0.3,01Jan2021-31Dec2023,As Expected,001,68.0,2.0,3.58,1.0,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.76,,As Expected,001,86.0,44.5,66.8,22.8,01Apr2025-30JUN2025,001,0.0,001,85.0,761.0,98.0,201,0.0,,,259,0.0,,,259,0.0,,,20.0,001,0.0,001,15.0,001,85.0,761.0,2.0,001,86.0,758.0,11.0,22.0,26.0,25.0,16.0,001,86.0,767.0,6.0,259,0.0,,
012525,8,FMC WEST MOBILE,01Jan2021-31Dec2024,3.0,001,6601 WALL STREET,SUITE A,MOBILE,AL,36695,Mobile,(251) 633-2681,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,1985-12-02,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,346.0,28.1,39.5,20.8,01Jan2024-31Dec2024,As Expected,001,85.0,110.6,202.3,64.8,01Jan2024-31Dec2024,As Expected,001,37.0,26.6,46.5,11.4,01Jan2024-31Dec2024,Not Available,199,18.0,,,,01Jan2021-31Dec2023,As Expected,001,27.0,0.75,2.73,0.09,As Expected,001,73.0,11.7,29.0,4.1,01Jan2024-31Dec2024,As Expected,001,26.0,0.77,2.08,0.29,01Jan2023-31Dec2024,As Expected,001,14.0,2.16,5.4,0.42,01Jan2021-31Dec2023,As Expected,001,51.0,0.6,1.75,0.12,01Jan2024-31Dec2024,As Expected,001,0.68,1.85,0.17,As Expected,001,90.0,59.2,81.4,37.6,01Apr2025-30JUN2025,001,0.0,001,88.0,697.0,99.0,257,0.0,,,259,0.0,,,259,0.0,,,58.0,001,0.0,001,12.0,001,88.0,718.0,0.0,001,91.0,750.0,9.0,24.0,26.0,27.0,14.0,001,90.0,743.0,6.0,259,0.0,,
012526,8,RCG PRINCETON,01Jan2021-31Dec2024,2.0,001,708 COTTON AVE SW,,BIRMINGHAM,AL,35211,Jefferson,(205) 785-3500,Profit,Yes,Fresenius Medical Care,No,34,Yes,Yes,Yes,1985-09-18,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,447.0,16.9,27.6,10.7,01Jan2024-31Dec2024,As Expected,001,121.0,147.9,224.7,103.9,01Jan2024-31Dec2024,As Expected,001,100.0,31.4,44.0,21.0,01Jan2024-31Dec2024,Worse than Expected,001,28.0,123.0,250.5,71.8,01Jan2021-31Dec2023,As Expected,001,48.0,0.7,2.53,0.08,As Expected,001,108.0,9.6,26.6,3.0,01Jan2024-31Dec2024,As Expected,001,30.0,0.99,2.06,0.5,01Jan2023-31Dec2024,As Expected,001,35.0,1.2,2.37,0.45,01Jan2021-31Dec2023,Worse than Expected,001,78.0,0.15,0.82,0.0,01Jan2024-31Dec2024,Better than Expected,001,0.12,0.57,0.01,As Expected,001,144.0,39.9,57.9,17.6,01Apr2025-30JUN2025,001,0.0,001,138.0,1266.0,99.0,201,0.0,,,259,0.0,,,259,0.0,,,19.0,001,0.0,001,16.0,001,138.0,1286.0,1.0,001,143.0,1323.0,8.0,19.0,21.0,26.0,26.0,001,144.0,1331.0,6.0,259,0.0,,
012527,8,DCI ENTERPRISE,01Jan2021-31Dec2024,3.0,001,3861 SALEM ROAD,,ENTERPRISE,AL,36330,Coffee,(334) 347-8233,Non-profit,Yes,"Dialysis Clinic, Inc.",No,26,Yes,Yes,Yes,1986-07-04,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,228.0,13.6,23.1,8.3,01Jan2024-31Dec2024,As Expected,001,54.0,151.0,249.2,97.9,01Jan2024-31Dec2024,As Expected,001,49.0,33.6,51.2,18.6,01Jan2024-31Dec2024,As Expected,001,19.0,0.0,43.2,0.0,01Jan2021-31Dec2023,Not Available,199,24.0,,,,As Expected,001,39.0,7.8,46.5,0.8,01Jan2024-31Dec2024,As Expected,001,27.0,1.11,2.44,0.54,01Jan2023-31Dec2024,As Expected,001,21.0,1.85,4.08,0.5,01Jan2021-31Dec2023,As Expected,001,33.0,1.59,3.72,0.52,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.76,,As Expected,001,61.0,61.5,84.8,36.7,01Apr2025-30JUN2025,001,0.0,001,59.0,528.0,99.0,201,0.0,,,259,0.0,,,259,0.0,,,0.0,001,0.0,001,20.0,001,59.0,528.0,1.0,001,61.0,559.0,9.0,30.0,39.0,14.0,8.0,001,61.0,559.0,13.0,259,0.0,,
012528,8,FMC CAHABA VALLEY,01Jan2021-31Dec2024,3.0,001,120 CAHABA VALLEY PARKWAY,Suite 150,PELHAM,AL,35124,Shelby,(205) 988-0469,Profit,Yes,Fresenius Medical Care,No,24,Yes,No,No,1986-09-17,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,218.0,27.5,40.9,18.5,01Jan2024-31Dec2024,As Expected,001,46.0,162.8,278.0,102.4,01Jan2024-31Dec2024,As Expected,001,49.0,23.0,37.2,12.0,01Jan2024-31Dec2024,Not Available,199,11.0,,,,01Jan2021-31Dec2023,Not Available,199,13.0,,,,As Expected,001,38.0,4.8,38.6,0.4,01Jan2024-31Dec2024,As Expected,001,15.0,1.0,2.47,0.41,01Jan2023-31Dec2024,As Expected,001,28.0,1.01,2.54,0.24,01Jan2021-31Dec2023,As Expected,001,24.0,0.54,3.03,0.01,01Jan2024-31Dec2024,As Expected,001,0.33,1.65,0.02,As Expected,001,54.0,57.5,83.0,30.4,01Apr2025-30JUN2025,001,0.0,001,54.0,445.0,98.0,257,0.0,,,259,0.0,,,259,0.0,,,9.0,001,0.0,001,11.0,001,54.0,445.0,1.0,001,55.0,453.0,10.0,19.0,24.0,29.0,19.0,001,54.0,441.0,6.0,259,0.0,,
012529,8,DaVita Florence Dialysis,01Jan2021-31Dec2024,4.0,001,422 EAST DR. HICKS BLVD,STE B,FLORENCE,AL,35630,Lauderdale,(256) 764-5050,Profit,Yes,DaVita,No,18,Yes,Yes,No,1986-09-16,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,384.0,23.7,36.2,16.0,01Jan2024-31Dec2024,As Expected,001,83.0,115.6,183.4,76.8,01Jan2024-31Dec2024,As Expected,001,73.0,32.0,44.7,20.8,01Jan2024-31Dec2024,As Expected,001,29.0,12.6,99.8,2.6,01Jan2021-31Dec2023,As Expected,001,40.0,0.29,1.59,0.01,As Expected,001,71.0,11.8,34.0,3.3,01Jan2024-31Dec2024,As Expected,001,35.0,1.09,2.15,0.58,01Jan2023-31Dec2024,As Expected,001,64.0,0.68,1.59,0.18,01Jan2021-31Dec2023,As Expected,001,49.0,0.69,2.01,0.14,01Jan2024-31Dec2024,As Expected,001,1.0,2.72,0.25,As Expected,001,67.0,66.7,89.7,42.1,01Apr2025-30JUN2025,001,0.0,280,61.0,485.0,,280,24.0,174.0,,280,0.0,,,280,0.0,,,5.0,001,0.0,001,19.0,280,83.0,668.0,,280,89.0,705.0,,,,,,001,67.0,515.0,2.0,280,0.0,,
012530,8,FKC E 11 Street - Anniston,01Jan2021-31Dec2024,5.0,001,522 EAST 11TH STREET,1ST FLOOR,ANNISTON,AL,36207,Calhoun,(256) 237-7566,Profit,Yes,Fresenius Medical Care,No,21,Yes,No,No,1987-01-07,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,295.0,18.5,28.7,12.4,01Jan2024-31Dec2024,Better than Expected,001,75.0,69.9,140.4,37.7,01Jan2024-31Dec2024,Better than Expected,001,25.0,9.2,23.6,1.9,01Jan2024-31Dec2024,As Expected,001,30.0,0.0,45.6,0.0,01Jan2021-31Dec2023,Not Available,199,23.0,,,,As Expected,001,55.0,8.4,38.1,1.4,01Jan2024-31Dec2024,As Expected,001,32.0,0.98,2.07,0.48,01Jan2023-31Dec2024,As Expected,001,50.0,1.73,2.72,0.92,01Jan2021-31Dec2023,As Expected,001,45.0,0.53,1.92,0.06,01Jan2024-31Dec2024,As Expected,001,0.41,1.37,0.07,As Expected,001,73.0,49.5,73.2,26.5,01Apr2025-30JUN2025,001,0.0,001,65.0,615.0,99.0,257,0.0,,,259,0.0,,,259,0.0,,,30.0,001,0.0,001,20.0,001,66.0,627.0,0.0,001,73.0,651.0,9.0,22.0,30.0,22.0,16.0,001,73.0,651.0,7.0,259,0.0,,
012531,8,FMC JACKSON (TOMBIGBEE),01Jan2021-31Dec2024,3.0,001,215 WALKER SPRINGS RD,,JACKSON,AL,36545,Clarke,(251) 246-6667,Profit,Yes,Fresenius Medical Care,No,25,Yes,Yes,Yes,1987-01-29,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,370.0,22.4,36.8,14.1,01Jan2024-31Dec2024,As Expected,001,88.0,132.0,225.3,84.1,01Jan2024-31Dec2024,As Expected,001,74.0,24.7,39.4,13.8,01Jan2024-31Dec2024,As Expected,001,18.0,16.4,130.1,3.4,01Jan2021-31Dec2023,As Expected,001,46.0,0.88,2.58,0.18,As Expected,001,83.0,12.7,32.4,4.2,01Jan2024-31Dec2024,As Expected,001,19.0,1.64,3.19,0.88,01Jan2023-31Dec2024,As Expected,001,19.0,1.79,3.6,0.54,01Jan2021-31Dec2023,As Expected,001,51.0,1.15,2.68,0.37,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.63,,As Expected,001,76.0,37.5,60.2,15.4,01Apr2025-30JUN2025,001,0.0,001,61.0,589.0,99.0,001,25.0,189.0,97.0,259,0.0,,,259,0.0,,,36.0,001,0.0,001,14.0,001,96.0,920.0,1.0,001,99.0,936.0,4.0,20.0,23.0,30.0,23.0,001,76.0,728.0,17.0,259,0.0,,
012532,8,DCI EUFAULA,01Jan2021-31Dec2024,3.0,001,123 A EAST BARBOUR STREET,,EUFAULA,AL,36027,Barbour,(334) 687-7071,Non-profit,Yes,"Dialysis Clinic, Inc.",No,14,Yes,No,No,1987-11-25,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,174.0,27.6,44.0,17.2,01Jan2024-31Dec2024,As Expected,001,35.0,126.4,255.3,68.3,01Jan2024-31Dec2024,As Expected,001,25.0,20.3,42.4,6.8,01Jan2024-31Dec2024,Not Available,199,8.0,,,,01Jan2021-31Dec2023,Not Available,199,20.0,,,,As Expected,001,23.0,6.8,72.2,0.2,01Jan2024-31Dec2024,Worse than Expected,001,10.0,2.54,4.69,1.39,01Jan2023-31Dec2024,As Expected,001,16.0,0.81,2.54,0.1,01Jan2021-31Dec2023,As Expected,001,29.0,0.78,2.81,0.09,01Jan2024-31Dec2024,As Expected,001,1.0,2.72,0.25,As Expected,001,38.0,57.3,80.0,33.4,01Apr2025-30JUN2025,001,0.0,001,36.0,331.0,98.0,257,0.0,,,259,0.0,,,259,0.0,,,,199,,199,9.0,001,36.0,331.0,2.0,001,38.0,345.0,3.0,23.0,40.0,20.0,13.0,001,38.0,346.0,17.0,259,0.0,,
